x0000,y0000
87.5,-0.48
87.50277778,-0.485
87.50555556,-0.47
87.50833333,-0.45
87.51111111,-0.435
87.51388889,-0.45
87.51666667,-0.43
87.51944444,-0.425
87.52222222,-0.46
87.525,-0.505
87.52777778,-0.47
87.53055556,-0.42
87.53333333,-0.41
87.53611111,-0.38
87.53888889,-0.39
87.54166667,-0.4
87.54444444,-0.38
87.54722222,-0.375
87.55,-0.36
87.55277778,-0.365
87.55555556,-0.39
87.55833333,-0.41
87.56111111,-0.4
87.56388889,-0.32
87.56666667,-0.295
87.56944444,-0.305
87.57222222,-0.32
87.575,-0.3
87.57777778,-0.26
87.58055556,-0.23
87.58333333,-0.235
87.58611111,-0.26
87.58888889,-0.255
87.59166667,-0.23
87.59444444,-0.185
87.59722222,-0.15
87.6,-0.14
87.60277778,-0.15
87.60555556,-0.14
87.60833333,-0.065
87.61111111,-0.005
87.61388889,-0.01
87.61666667,-0.02
87.61944444,-0.015
87.62222222,0.045
87.625,0.105
87.62777778,0.18
87.63055556,0.235
87.63333333,0.215
87.63611111,0.205
87.63888889,0.215
87.64166667,0.23
87.64444444,0.235
87.64722222,0.22
87.65,0.245
87.65277778,0.29
87.65555556,0.31
87.65833333,0.325
87.66111111,0.325
87.66388889,0.325
87.66666667,0.28
87.66944444,0.23
87.67222222,0.165
87.675,0.15
87.67777778,0.195
87.68055556,0.25
87.68333333,0.18
87.68611111,0.045
87.68888889,0.01
87.69166667,0.11
87.69444444,0.15
87.69722222,0.025
87.7,-0.14
87.70277778,-0.19
87.70555556,-0.115
87.70833333,-0.065
87.71111111,-0.1
87.71388889,-0.1
87.71666667,-0.175
87.71944444,-0.295
87.72222222,-0.42
87.725,-0.47
87.72777778,-0.35
87.73055556,-0.185
87.73333333,-0.15
87.73611111,-0.22
87.73888889,-0.27
87.74166667,-0.295
87.74444444,-0.335
87.74722222,-0.37
87.75,-0.425
87.75277778,-0.46
87.75555556,-0.415
87.75833333,-0.33
87.76111111,-0.33
87.76388889,-0.38
87.76666667,-0.44
87.76944444,-0.5
87.77222222,-0.465
87.775,-0.375
87.77777778,-0.37
87.78055556,-0.405
87.78333333,-0.475
87.78611111,-0.47
87.78888889,-0.44
87.79166667,-0.415
87.79444444,-0.455
87.79722222,-0.485
87.8,-0.505
87.80277778,-0.485
87.80555556,-0.445
87.80833333,-0.42
87.81111111,-0.45
87.81388889,-0.48
87.81666667,-0.475
87.81944444,-0.425
87.82222222,-0.39
87.825,-0.33
87.82777778,-0.31
87.83055556,-0.37
87.83333333,-0.41
87.83611111,-0.455
87.83888889,-0.435
87.84166667,-0.345
87.84444444,-0.255
87.84722222,-0.255
87.85,-0.295
87.85277778,-0.31
87.85555556,-0.32
87.85833333,-0.34
87.86111111,-0.34
87.86388889,-0.27
87.86666667,-0.185
87.86944444,-0.175
87.87222222,-0.245
87.875,-0.32
87.87777778,-0.36
87.88055556,-0.36
87.88333333,-0.32
87.88611111,-0.215
87.88888889,-0.17
87.89166667,-0.195
87.89444444,-0.27
87.89722222,-0.31
87.9,-0.345
87.90277778,-0.37
87.90555556,-0.325
87.90833333,-0.235
87.91111111,-0.215
87.91388889,-0.225
87.91666667,-0.205
87.91944444,-0.165
87.92222222,-0.195
87.925,-0.275
87.92777778,-0.34
87.93055556,-0.37
87.93333333,-0.28
87.93611111,-0.14
87.93888889,-0.075
87.94166667,-0.205
87.94444444,-0.395
87.94722222,-0.525
87.95,-0.505
87.95277778,-0.31
87.95555556,-0.16
87.95833333,-0.205
87.96111111,-0.275
87.96388889,-0.39
87.96666667,-0.395
87.96944444,-0.225
87.97222222,-0.115
87.975,-0.13
87.97777778,-0.22
87.98055556,-0.365
87.98333333,-0.5
87.98611111,-0.5
87.98888889,-0.335
87.99166667,-0.195
87.99444444,-0.21
87.99722222,-0.185
88,-0.105
88.00277778,0.025
88.00555556,0.055
88.00833333,0.075
88.01111111,0.1
88.01388889,0.08
88.01666667,0.055
88.01944444,0.005
88.02222222,-0.025
88.025,-0.04
88.02777778,-0.03
88.03055556,-0.045
88.03333333,-0.125
88.03611111,-0.235
88.03888889,-0.275
88.04166667,-0.24
88.04444444,-0.285
88.04722222,-0.34
88.05,-0.295
88.05277778,-0.26
88.05555556,-0.275
88.05833333,-0.32
88.06111111,-0.31
88.06388889,-0.26
88.06666667,-0.25
88.06944444,-0.28
88.07222222,-0.29
88.075,-0.285
88.07777778,-0.29
88.08055556,-0.33
88.08333333,-0.385
88.08611111,-0.415
88.08888889,-0.38
88.09166667,-0.315
88.09444444,-0.36
88.09722222,-0.465
88.1,-0.52
88.10277778,-0.46
88.10555556,-0.345
88.10833333,-0.13
88.11111111,0.175
88.11388889,0.58
88.11666667,1.025
88.11944444,1.445
88.12222222,1.67
88.125,1.795
88.12777778,1.87
88.13055556,1.875
88.13333333,1.79
88.13611111,1.56
88.13888889,1.075
88.14166667,0.455
88.14444444,-0.185
88.14722222,-0.715
88.15,-0.895
88.15277778,-0.825
88.15555556,-0.655
88.15833333,-0.545
88.16111111,-0.56
88.16388889,-0.605
88.16666667,-0.605
88.16944444,-0.55
88.17222222,-0.475
88.175,-0.445
88.17777778,-0.485
88.18055556,-0.58
88.18333333,-0.64
88.18611111,-0.57
88.18888889,-0.365
88.19166667,-0.22
88.19444444,-0.235
88.19722222,-0.345
88.2,-0.485
88.20277778,-0.62
88.20555556,-0.69
88.20833333,-0.585
88.21111111,-0.345
88.21388889,-0.195
88.21666667,-0.195
88.21944444,-0.185
88.22222222,-0.27
88.225,-0.425
88.22777778,-0.515
88.23055556,-0.505
88.23333333,-0.48
88.23611111,-0.465
88.23888889,-0.5
88.24166667,-0.47
88.24444444,-0.45
88.24722222,-0.395
88.25,-0.335
88.25277778,-0.4
88.25555556,-0.555
88.25833333,-0.615
88.26111111,-0.485
88.26388889,-0.325
88.26666667,-0.29
88.26944444,-0.315
88.27222222,-0.31
88.275,-0.28
88.27777778,-0.305
88.28055556,-0.435
88.28333333,-0.57
88.28611111,-0.605
88.28888889,-0.585
88.29166667,-0.555
88.29444444,-0.515
88.29722222,-0.43
88.3,-0.34
88.30277778,-0.335
88.30555556,-0.41
88.30833333,-0.37
88.31111111,-0.155
88.31388889,-0.005
88.31666667,-0.01
88.31944444,-0.095
88.32222222,-0.245
88.325,-0.3
88.32777778,-0.215
88.33055556,-0.125
88.33333333,-0.125
88.33611111,-0.235
88.33888889,-0.24
88.34166667,-0.14
88.34444444,-0.02
88.34722222,0.03
88.35,0.07
88.35277778,0.05
88.35555556,0.025
88.35833333,0.03
88.36111111,0.06
88.36388889,0.05
88.36666667,0.03
88.36944444,0.04
88.37222222,0.13
88.375,0.295
88.37777778,0.43
88.38055556,0.425
88.38333333,0.37
88.38611111,0.33
88.38888889,0.33
88.39166667,0.32
88.39444444,0.35
88.39722222,0.365
88.4,0.35
88.40277778,0.405
88.40555556,0.445
88.40833333,0.395
88.41111111,0.345
88.41388889,0.315
88.41666667,0.335
88.41944444,0.295
88.42222222,0.225
88.425,0.155
88.42777778,0.11
88.43055556,0.135
88.43333333,0.175
88.43611111,0.23
88.43888889,0.18
88.44166667,0.07
88.44444444,0
88.44722222,-0.005
88.45,-0.015
88.45277778,-0.04
88.45555556,-0.065
88.45833333,-0.115
88.46111111,-0.14
88.46388889,-0.18
88.46666667,-0.295
88.46944444,-0.395
88.47222222,-0.385
88.475,-0.29
88.47777778,-0.26
88.48055556,-0.25
88.48333333,-0.24
88.48611111,-0.255
88.48888889,-0.28
88.49166667,-0.31
88.49444444,-0.325
88.49722222,-0.34
88.5,-0.31
88.50277778,-0.255
88.50555556,-0.32
88.50833333,-0.425
88.51111111,-0.475
88.51388889,-0.405
88.51666667,-0.315
88.51944444,-0.3
88.52222222,-0.405
88.525,-0.545
88.52777778,-0.605
88.53055556,-0.55
88.53333333,-0.5
88.53611111,-0.485
88.53888889,-0.445
88.54166667,-0.365
88.54444444,-0.36
88.54722222,-0.365
88.55,-0.36
88.55277778,-0.36
88.55555556,-0.415
88.55833333,-0.46
88.56111111,-0.47
88.56388889,-0.485
88.56666667,-0.525
88.56944444,-0.535
88.57222222,-0.505
88.575,-0.48
88.57777778,-0.455
88.58055556,-0.445
88.58333333,-0.43
88.58611111,-0.505
88.58888889,-0.59
88.59166667,-0.58
88.59444444,-0.505
88.59722222,-0.475
88.6,-0.515
88.60277778,-0.52
88.60555556,-0.5
88.60833333,-0.45
88.61111111,-0.365
88.61388889,-0.285
88.61666667,-0.29
88.61944444,-0.36
88.62222222,-0.46
88.625,-0.515
88.62777778,-0.485
88.63055556,-0.44
88.63333333,-0.415
88.63611111,-0.39
88.63888889,-0.365
88.64166667,-0.345
88.64444444,-0.325
88.64722222,-0.365
88.65,-0.44
88.65277778,-0.505
88.65555556,-0.52
88.65833333,-0.49
88.66111111,-0.44
88.66388889,-0.425
88.66666667,-0.445
88.66944444,-0.455
88.67222222,-0.45
88.675,-0.44
88.67777778,-0.44
88.68055556,-0.415
88.68333333,-0.405
88.68611111,-0.405
88.68888889,-0.425
88.69166667,-0.415
88.69444444,-0.34
88.69722222,-0.29
88.7,-0.385
88.70277778,-0.495
88.70555556,-0.525
88.70833333,-0.49
88.71111111,-0.44
88.71388889,-0.415
88.71666667,-0.485
88.71944444,-0.555
88.72222222,-0.555
88.725,-0.49
88.72777778,-0.4
88.73055556,-0.37
88.73333333,-0.47
88.73611111,-0.6
88.73888889,-0.645
88.74166667,-0.55
88.74444444,-0.455
88.74722222,-0.465
88.75,-0.52
88.75277778,-0.51
88.75555556,-0.49
88.75833333,-0.48
88.76111111,-0.45
88.76388889,-0.415
88.76666667,-0.37
88.76944444,-0.345
88.77222222,-0.355
88.775,-0.375
88.77777778,-0.395
88.78055556,-0.395
88.78333333,-0.395
88.78611111,-0.355
88.78888889,-0.36
88.79166667,-0.35
88.79444444,-0.28
88.79722222,-0.155
88.8,-0.08
88.80277778,-0.105
88.80555556,-0.17
88.80833333,-0.19
88.81111111,-0.16
88.81388889,-0.09
88.81666667,-0.035
88.81944444,-0.065
88.82222222,-0.18
88.825,-0.285
88.82777778,-0.33
88.83055556,-0.34
88.83333333,-0.35
88.83611111,-0.39
88.83888889,-0.485
88.84166667,-0.54
88.84444444,-0.44
88.84722222,-0.4
88.85,-0.48
88.85277778,-0.585
88.85555556,-0.58
88.85833333,-0.52
88.86111111,-0.45
88.86388889,-0.38
88.86666667,-0.385
88.86944444,-0.455
88.87222222,-0.495
88.875,-0.485
88.87777778,-0.495
88.88055556,-0.555
88.88333333,-0.63
88.88611111,-0.7
88.88888889,-0.695
88.89166667,-0.635
88.89444444,-0.575
88.89722222,-0.595
88.9,-0.645
88.90277778,-0.63
88.90555556,-0.48
88.90833333,-0.165
88.91111111,0.295
88.91388889,0.8
88.91666667,1.25
88.91944444,1.55
88.92222222,1.725
88.925,1.85
88.92777778,1.915
88.93055556,1.885
88.93333333,1.775
88.93611111,1.47
88.93888889,0.95
88.94166667,0.31
88.94444444,-0.33
88.94722222,-0.93
88.95,-0.895
88.95277778,-0.72
88.95555556,-0.62
88.95833333,-0.655
88.96111111,-0.705
88.96388889,-0.69
88.96666667,-0.64
88.96944444,-0.615
88.97222222,-0.62
88.975,-0.58
88.97777778,-0.575
88.98055556,-0.61
88.98333333,-0.66
88.98611111,-0.7
88.98888889,-0.69
88.99166667,-0.67
88.99444444,-0.64
88.99722222,-0.625
89,-0.625
89.00277778,-0.605
89.00555556,-0.61
89.00833333,-0.615
89.01111111,-0.645
89.01388889,-0.675
89.01666667,-0.65
89.01944444,-0.645
89.02222222,-0.65
89.025,-0.64
89.02777778,-0.635
89.03055556,-0.625
89.03333333,-0.605
89.03611111,-0.585
89.03888889,-0.575
89.04166667,-0.55
89.04444444,-0.53
89.04722222,-0.52
89.05,-0.54
89.05277778,-0.58
89.05555556,-0.61
89.05833333,-0.575
89.06111111,-0.54
89.06388889,-0.515
89.06666667,-0.565
89.06944444,-0.625
89.07222222,-0.65
89.075,-0.61
89.07777778,-0.56
89.08055556,-0.545
89.08333333,-0.525
89.08611111,-0.53
89.08888889,-0.53
89.09166667,-0.53
89.09444444,-0.505
89.09722222,-0.475
89.1,-0.45
89.10277778,-0.44
89.10555556,-0.42
89.10833333,-0.385
89.11111111,-0.37
89.11388889,-0.385
89.11666667,-0.42
89.11944444,-0.43
89.12222222,-0.41
89.125,-0.39
89.12777778,-0.37
89.13055556,-0.345
89.13333333,-0.32
89.13611111,-0.315
89.13888889,-0.33
89.14166667,-0.305
89.14444444,-0.27
89.14722222,-0.2
89.15,-0.185
89.15277778,-0.17
89.15555556,-0.16
89.15833333,-0.13
89.16111111,-0.08
89.16388889,-0.045
89.16666667,-0.025
89.16944444,-0.01
89.17222222,0.03
89.175,0.06
89.17777778,0.095
89.18055556,0.135
89.18333333,0.17
89.18611111,0.185
89.18888889,0.2
89.19166667,0.23
89.19444444,0.265
89.19722222,0.315
89.2,0.315
89.20277778,0.315
89.20555556,0.37
89.20833333,0.365
89.21111111,0.34
89.21388889,0.3
89.21666667,0.25
89.21944444,0.25
89.22222222,0.24
89.225,0.22
89.22777778,0.21
89.23055556,0.185
89.23333333,0.17
89.23611111,0.12
89.23888889,0.105
89.24166667,0.085
89.24444444,0.07
89.24722222,0.075
89.25,0.025
89.25277778,-0.015
89.25555556,-0.045
89.25833333,-0.065
89.26111111,-0.065
89.26388889,-0.08
89.26666667,-0.1
89.26944444,-0.145
89.27222222,-0.195
89.275,-0.22
89.27777778,-0.22
89.28055556,-0.21
89.28333333,-0.215
89.28611111,-0.22
89.28888889,-0.245
89.29166667,-0.23
89.29444444,-0.245
89.29722222,-0.305
89.3,-0.37
89.30277778,-0.39
89.30555556,-0.365
89.30833333,-0.355
89.31111111,-0.33
89.31388889,-0.31
89.31666667,-0.35
89.31944444,-0.395
89.32222222,-0.43
89.325,-0.415
89.32777778,-0.39
89.33055556,-0.39
89.33333333,-0.405
89.33611111,-0.445
89.33888889,-0.455
89.34166667,-0.425
89.34444444,-0.405
89.34722222,-0.44
89.35,-0.47
89.35277778,-0.46
89.35555556,-0.45
89.35833333,-0.45
89.36111111,-0.455
89.36388889,-0.455
89.36666667,-0.46
89.36944444,-0.46
89.37222222,-0.455
89.375,-0.455
89.37777778,-0.48
89.38055556,-0.485
89.38333333,-0.485
89.38611111,-0.485
89.38888889,-0.49
89.39166667,-0.51
89.39444444,-0.52
89.39722222,-0.525
89.4,-0.51
89.40277778,-0.525
89.40555556,-0.505
89.40833333,-0.495
89.41111111,-0.495
89.41388889,-0.465
89.41666667,-0.46
89.41944444,-0.46
89.42222222,-0.45
89.425,-0.43
89.42777778,-0.4
89.43055556,-0.405
89.43333333,-0.425
89.43611111,-0.455
89.43888889,-0.495
89.44166667,-0.495
89.44444444,-0.465
89.44722222,-0.435
89.45,-0.43
89.45277778,-0.435
89.45555556,-0.435
89.45833333,-0.415
89.46111111,-0.42
89.46388889,-0.42
89.46666667,-0.44
89.46944444,-0.43
89.47222222,-0.415
89.475,-0.38
89.47777778,-0.36
89.48055556,-0.355
89.48333333,-0.39
89.48611111,-0.425
89.48888889,-0.45
89.49166667,-0.445
89.49444444,-0.425
89.49722222,-0.405
89.5,-0.4
89.50277778,-0.43
89.50555556,-0.445
89.50833333,-0.43
89.51111111,-0.4
89.51388889,-0.4
89.51666667,-0.4
89.51944444,-0.42
89.52222222,-0.415
89.525,-0.415
89.52777778,-0.395
89.53055556,-0.38
89.53333333,-0.39
89.53611111,-0.415
89.53888889,-0.44
89.54166667,-0.43
89.54444444,-0.435
89.54722222,-0.43
89.55,-0.445
89.55277778,-0.45
89.55555556,-0.45
89.55833333,-0.43
89.56111111,-0.42
89.56388889,-0.415
89.56666667,-0.42
89.56944444,-0.435
89.57222222,-0.435
89.575,-0.44
89.57777778,-0.43
89.58055556,-0.415
89.58333333,-0.445
89.58611111,-0.455
89.58888889,-0.465
89.59166667,-0.46
89.59444444,-0.455
89.59722222,-0.45
89.6,-0.445
89.60277778,-0.46
89.60555556,-0.45
89.60833333,-0.445
89.61111111,-0.445
89.61388889,-0.42
89.61666667,-0.405
89.61944444,-0.41
89.62222222,-0.42
89.625,-0.435
89.62777778,-0.445
89.63055556,-0.455
89.63333333,-0.46
89.63611111,-0.455
89.63888889,-0.46
89.64166667,-0.465
89.64444444,-0.495
89.64722222,-0.49
89.65,-0.485
89.65277778,-0.47
89.65555556,-0.47
89.65833333,-0.455
89.66111111,-0.42
89.66388889,-0.41
89.66666667,-0.41
89.66944444,-0.385
89.67222222,-0.345
89.675,-0.32
89.67777778,-0.325
89.68055556,-0.35
89.68333333,-0.38
89.68611111,-0.375
89.68888889,-0.33
89.69166667,-0.26
89.69444444,-0.2
89.69722222,-0.15
89.7,-0.115
89.70277778,-0.095
89.70555556,-0.12
89.70833333,-0.135
89.71111111,-0.14
89.71388889,-0.14
89.71666667,-0.115
89.71944444,-0.13
89.72222222,-0.16
89.725,-0.175
89.72777778,-0.215
89.73055556,-0.255
89.73333333,-0.28
89.73611111,-0.315
89.73888889,-0.355
89.74166667,-0.355
89.74444444,-0.365
89.74722222,-0.37
89.75,-0.39
89.75277778,-0.425
89.75555556,-0.435
89.75833333,-0.42
89.76111111,-0.42
89.76388889,-0.43
89.76666667,-0.46
89.76944444,-0.475
89.77222222,-0.47
89.775,-0.455
89.77777778,-0.45
89.78055556,-0.46
89.78333333,-0.485
89.78611111,-0.515
89.78888889,-0.565
89.79166667,-0.61
89.79444444,-0.635
89.79722222,-0.565
89.8,-0.425
89.80277778,-0.175
89.80555556,0.235
89.80833333,0.745
89.81111111,1.225
89.81388889,1.565
89.81666667,1.785
89.81944444,1.89
89.82222222,1.92
89.825,1.89
89.82777778,1.73
89.83055556,1.405
89.83333333,0.84
89.83611111,0.2
89.83888889,-0.44
89.84166667,-0.83
89.84444444,-0.77
89.84722222,-0.61
89.85,-0.545
89.85277778,-0.575
89.85555556,-0.62
89.85833333,-0.59
89.86111111,-0.535
89.86388889,-0.49
89.86666667,-0.495
89.86944444,-0.52
89.87222222,-0.56
89.875,-0.555
89.87777778,-0.54
89.88055556,-0.53
89.88333333,-0.56
89.88611111,-0.55
89.88888889,-0.56
89.89166667,-0.55
89.89444444,-0.535
89.89722222,-0.53
89.9,-0.55
89.90277778,-0.525
89.90555556,-0.53
89.90833333,-0.535
89.91111111,-0.55
89.91388889,-0.545
89.91666667,-0.54
89.91944444,-0.52
89.92222222,-0.515
89.925,-0.505
89.92777778,-0.505
89.93055556,-0.495
89.93333333,-0.495
89.93611111,-0.48
89.93888889,-0.5
89.94166667,-0.5
89.94444444,-0.505
89.94722222,-0.5
89.95,-0.5
89.95277778,-0.515
89.95555556,-0.505
89.95833333,-0.5
89.96111111,-0.47
89.96388889,-0.435
89.96666667,-0.435
89.96944444,-0.435
89.97222222,-0.46
89.975,-0.45
89.97777778,-0.44
89.98055556,-0.42
89.98333333,-0.42
89.98611111,-0.415
89.98888889,-0.41
89.99166667,-0.395
89.99444444,-0.38
89.99722222,-0.38
90,-0.37
90.00277778,-0.36
90.00555556,-0.35
90.00833333,-0.325
90.01111111,-0.305
90.01388889,-0.305
90.01666667,-0.3
90.01944444,-0.295
90.02222222,-0.295
90.025,-0.28
90.02777778,-0.24
90.03055556,-0.21
90.03333333,-0.19
90.03611111,-0.18
90.03888889,-0.16
90.04166667,-0.125
90.04444444,-0.09
90.04722222,-0.085
90.05,-0.1
90.05277778,-0.1
90.05555556,-0.07
90.05833333,-0.03
90.06111111,0.025
90.06388889,0.05
90.06666667,0.085
90.06944444,0.105
90.07222222,0.125
90.075,0.175
90.07777778,0.235
90.08055556,0.28
90.08333333,0.3
90.08611111,0.315
90.08888889,0.33
90.09166667,0.33
90.09444444,0.345
90.09722222,0.375
90.1,0.395
90.10277778,0.405
90.10555556,0.4
90.10833333,0.4
90.11111111,0.395
90.11388889,0.41
90.11666667,0.395
90.11944444,0.385
90.12222222,0.37
90.125,0.335
90.12777778,0.32
90.13055556,0.32
90.13333333,0.31
90.13611111,0.27
90.13888889,0.23
90.14166667,0.2
90.14444444,0.185
90.14722222,0.175
90.15,0.145
90.15277778,0.095
90.15555556,0.065
90.15833333,0.02
90.16111111,0.01
90.16388889,0.01
90.16666667,-0.02
90.16944444,-0.055
90.17222222,-0.115
90.175,-0.15
90.17777778,-0.16
90.18055556,-0.16
90.18333333,-0.195
90.18611111,-0.23
90.18888889,-0.275
90.19166667,-0.285
90.19444444,-0.25
90.19722222,-0.25
90.2,-0.275
90.20277778,-0.305
90.20555556,-0.295
90.20833333,-0.305
90.21111111,-0.31
90.21388889,-0.32
90.21666667,-0.34
90.21944444,-0.345
90.22222222,-0.345
90.225,-0.34
90.22777778,-0.35
90.23055556,-0.34
90.23333333,-0.355
90.23611111,-0.39
90.23888889,-0.395
90.24166667,-0.39
90.24444444,-0.36
90.24722222,-0.385
90.25,-0.415
90.25277778,-0.455
90.25555556,-0.48
90.25833333,-0.45
90.26111111,-0.435
90.26388889,-0.44
90.26666667,-0.485
90.26944444,-0.48
90.27222222,-0.495
90.275,-0.475
90.27777778,-0.455
90.28055556,-0.44
90.28333333,-0.44
90.28611111,-0.445
90.28888889,-0.445
90.29166667,-0.45
90.29444444,-0.465
90.29722222,-0.46
90.3,-0.47
90.30277778,-0.45
90.30555556,-0.435
90.30833333,-0.425
90.31111111,-0.44
90.31388889,-0.44
90.31666667,-0.42
90.31944444,-0.4
90.32222222,-0.4
90.325,-0.415
90.32777778,-0.42
90.33055556,-0.39
90.33333333,-0.4
90.33611111,-0.385
90.33888889,-0.395
90.34166667,-0.39
90.34444444,-0.385
90.34722222,-0.38
90.35,-0.375
90.35277778,-0.41
90.35555556,-0.405
90.35833333,-0.405
90.36111111,-0.395
90.36388889,-0.375
90.36666667,-0.375
90.36944444,-0.385
90.37222222,-0.37
90.375,-0.36
90.37777778,-0.36
90.38055556,-0.365
90.38333333,-0.4
90.38611111,-0.425
90.38888889,-0.41
90.39166667,-0.395
90.39444444,-0.37
90.39722222,-0.36
90.4,-0.375
90.40277778,-0.385
90.40555556,-0.385
90.40833333,-0.4
90.41111111,-0.39
90.41388889,-0.375
90.41666667,-0.375
90.41944444,-0.4
90.42222222,-0.405
90.425,-0.425
90.42777778,-0.405
90.43055556,-0.42
90.43333333,-0.415
90.43611111,-0.45
90.43888889,-0.44
90.44166667,-0.425
90.44444444,-0.415
90.44722222,-0.395
90.45,-0.385
90.45277778,-0.395
90.45555556,-0.4
90.45833333,-0.41
90.46111111,-0.425
90.46388889,-0.425
90.46666667,-0.435
90.46944444,-0.455
90.47222222,-0.455
90.475,-0.455
90.47777778,-0.44
90.48055556,-0.435
90.48333333,-0.43
90.48611111,-0.44
90.48888889,-0.43
90.49166667,-0.41
90.49444444,-0.405
90.49722222,-0.385
90.5,-0.415
90.50277778,-0.445
90.50555556,-0.465
90.50833333,-0.465
90.51111111,-0.45
90.51388889,-0.43
90.51666667,-0.42
90.51944444,-0.445
90.52222222,-0.44
90.525,-0.445
90.52777778,-0.435
90.53055556,-0.405
90.53333333,-0.4
90.53611111,-0.405
90.53888889,-0.435
90.54166667,-0.445
90.54444444,-0.465
90.54722222,-0.43
90.55,-0.4
90.55277778,-0.39
90.55555556,-0.395
90.55833333,-0.405
90.56111111,-0.42
90.56388889,-0.44
90.56666667,-0.46
90.56944444,-0.46
90.57222222,-0.455
90.575,-0.42
90.57777778,-0.4
90.58055556,-0.395
90.58333333,-0.405
90.58611111,-0.415
90.58888889,-0.41
90.59166667,-0.39
90.59444444,-0.365
90.59722222,-0.37
90.6,-0.35
90.60277778,-0.335
90.60555556,-0.31
90.60833333,-0.3
90.61111111,-0.29
90.61388889,-0.28
90.61666667,-0.24
90.61944444,-0.2
90.62222222,-0.155
90.625,-0.13
90.62777778,-0.13
90.63055556,-0.125
90.63333333,-0.125
90.63611111,-0.135
90.63888889,-0.125
90.64166667,-0.115
90.64444444,-0.09
90.64722222,-0.075
90.65,-0.125
90.65277778,-0.185
90.65555556,-0.24
90.65833333,-0.265
90.66111111,-0.265
90.66388889,-0.27
90.66666667,-0.315
90.66944444,-0.355
90.67222222,-0.41
90.675,-0.425
90.67777778,-0.415
90.68055556,-0.4
90.68333333,-0.395
90.68611111,-0.39
90.68888889,-0.405
90.69166667,-0.43
90.69444444,-0.435
90.69722222,-0.405
90.7,-0.4
90.70277778,-0.41
90.70555556,-0.44
90.70833333,-0.45
90.71111111,-0.46
90.71388889,-0.485
90.71666667,-0.51
90.71944444,-0.515
90.72222222,-0.41
90.725,-0.17
90.72777778,0.205
90.73055556,0.725
90.73333333,1.21
90.73611111,1.565
90.73888889,1.8
90.74166667,1.925
90.74444444,1.94
90.74722222,1.85
90.75,1.6
90.75277778,1.15
90.75555556,0.51
